path,sentence
common_voice_th_25632214.mp3,ทนายความคนนั้นเป็นชาวกรีกหรือไม่ก็สเปน
common_voice_th_25646179.mp3,ทำไมแมวชอบนอนทับคีย์บอร์ด
common_voice_th_25646181.mp3,สองปีก่อน ฉันทิ้งความศิวิไลซ์เพื่อสิ่งนี้
common_voice_th_25646194.mp3,คืนนี้พวกเราจะไปดูบอลกัน
common_voice_th_25646195.mp3,ร้านหัวมุมถูกปล้นเมื่อคืน
common_voice_th_25646196.mp3,แต่มันก็เป็นเช่นนั้น
common_voice_th_25646197.mp3,ถนนที่มีสีอ่อนจะช่วยทำให้เมืองเย็นขึ้น
common_voice_th_25646200.mp3,ครั้งหนึ่งฉันเคยป่วย ไทฟอยด์
common_voice_th_25646227.mp3,ชาร์ลีและฉันคบกันโดยไม่ต้องบอกให้ใครรู้
common_voice_th_25646262.mp3,ลิซเอาดอกไม้ใส่ลงในแจกันแก้ว
common_voice_th_25646277.mp3,เป็นคนที่แปลกอะไรเช่นนี้
common_voice_th_25646279.mp3,ริซอตโต้สูตรซอสมะเขือเทศ
common_voice_th_25646280.mp3,มันคือสิ่งที่ดีที่สุดที่คุณสามารถทำได้เพื่อผลประโยชน์ของทุกคน
common_voice_th_25333018.mp3,ซอฟต์แวร์นั้นเป็นกรรมสิทธิ์ของโปรแกรมหรือเป็นโอเพ่นซอร์สหรือไม่
common_voice_th_25355466.mp3,คุณยายของฉันกำลังพักฟื้นตัวอยู่ที่ศูนย์ฟื้นฟูผู้ป่วย
common_voice_th_25645165.mp3,ไพธอนไม่ใช่งู มันคือภาษาคอมพิวเตอร์
common_voice_th_25645192.mp3,ตอนนี้อย่าแก้ตัวอีกต่อไป แต่ฟังนะ!
common_voice_th_25645282.mp3,ชีวิตจะง่ายกว่านี้ถ้าคำศัพท์สะกดตามการออกเสียง
common_voice_th_25645303.mp3,หรือเขาจะถูกดึงดูดให้ทำลาย
common_voice_th_25645315.mp3,'ฉันชอบของขวัญวันเกิดที่สุดเลย' เธอพูดตอนสุดท้าย
common_voice_th_25645350.mp3,มันเป็นสิ่งประดิษฐ์ของฉันเอง เพื่อเก็บเสื้อผ้าและแซนด์วิช
common_voice_th_25645445.mp3,ไฟล์บันทึกแสดงให้เห็นว่าไม่มีใครเคยอ่านข้อตกลงใบอนุญาตผู้ใช้ปลายทางระหว่างการติดตั้ง
common_voice_th_25645446.mp3,การสอบวิชานิเวศวิทยาเป็นไปด้วยดี
common_voice_th_25645499.mp3,เดสก์ท็อปของอบเชยนั้นไม่แพร่หลายเท่ากับคำพังเพย
common_voice_th_25645527.mp3,เราจะออกเดินทางในอีกยี่สิบนาทีข้างหน้า
common_voice_th_25645555.mp3,ทุกคนดื่มอวยพรให้คู่บ่าวสาว
common_voice_th_25645582.mp3,มิลค์เชคดีที่สุดในรูปแบบช็อกโกแลต
common_voice_th_25684998.mp3,สาธารณรัฐสยาม
common_voice_th_25685115.mp3,คุณใส่มันในกล่องจดหมาย
common_voice_th_24736649.mp3,คุณรู้สึกอย่างไร
common_voice_th_24736684.mp3,มีอาอายุครบเจ็ดขวบวันนี้
common_voice_th_24736687.mp3,บ่ายโมง
common_voice_th_24736700.mp3,วันทำงาน
common_voice_th_24736767.mp3,มันกำลังถือกล่องเครื่องเพชรหนังสีเขียว
common_voice_th_24736941.mp3,เสียงเหล่านั้น อาจทำให้เกิดความทุกข์ทรมานและความตาย
common_voice_th_24736969.mp3,ความร่ำรวยคือล่อของผู้มั่งคั่ง
common_voice_th_24736970.mp3,เธอเดินออกจากห้องพิจารณาคดี
common_voice_th_24736972.mp3,มันยากมากที่จะให้เธออยู่ห่างจากประตู
common_voice_th_24736976.mp3,เมษายน
common_voice_th_25657499.mp3,เราเดินอย่างรวดเร็ว
common_voice_th_25660965.mp3,ถนนไฮเวย์เส้นใหม่ถูกคาดการณ์ว่าจะราคาเก้าจุดสองสี่ล้านดอลล่าร์สหรัฐ
common_voice_th_27059608.mp3,ต้องจ่าย
common_voice_th_27059610.mp3,โรงพยาบาลมหาวิทยาลัยนเรศวร
common_voice_th_27059612.mp3,จังหวะชีวิตที่ยังไม่นิ่ง
common_voice_th_27059614.mp3,และการปนเปื้อนในห้องปฏิบัติการ
common_voice_th_27059615.mp3,การไปพบจิตแพทย์หรือนักบำบัด เทียบกับรายได้แล้วมันยังดูเป็นสิ่งฟุ่มเฟือยสำหรับคนในประเทศเรา
common_voice_th_27060490.mp3,ถึงขั้นพกไปด้วยทุกที่
common_voice_th_27060492.mp3,คนถึงได้ตกหลุมรักพวกเขาเข้าอย่างจัง
common_voice_th_27060494.mp3,สำหรับคนอยากเปลี่ยนครัวใหม่
common_voice_th_27060497.mp3,ใช้มือดึงแว็กซ์ย้อนแนวขนอย่างรวดเร็ว
common_voice_th_27060498.mp3,สอบถามรายละเอียดเพิ่มเติมได้ที่สถานีวิจัยเกษตรที่สูงสันป่าเกี๊ยะ
common_voice_th_27060535.mp3,งานเทศกาลศิลปะ ขอนแก่นเมนิเฟสโต้
common_voice_th_27060536.mp3,มักได้อะไรมาแบบไม่คาดฝัน
common_voice_th_27060537.mp3,เชื่อว่าไม่มีวันจม
common_voice_th_27060539.mp3,เจ้าบ่าวถือช่อดอกไม้เล็ก
common_voice_th_27060540.mp3,จึงขอหนีความโศกเศร้า
common_voice_th_27060565.mp3,โรงพยาบาลตากสิน
common_voice_th_27060566.mp3,เพราะจะกลายเป็นแผลเป็น
common_voice_th_27060567.mp3,เพิ่มการเคลื่อนไหวของทรวงอก
common_voice_th_27060568.mp3,สิ่งที่คาดเดาไม่ได้
common_voice_th_27060570.mp3,ใครที่มาเที่ยวทะเลแล้วหามุมสงบ
common_voice_th_27060615.mp3,แนะนำให้ใส่ลงในขวดสเปรย์จะทำให้พกพาง่ายยิ่งขึ้น
common_voice_th_27060616.mp3,ไม่ต้องทำขนาดใหญ่มากจนเกินไป
common_voice_th_27060618.mp3,แจฮยอน
common_voice_th_27060619.mp3,ดังนั้น กระปุกดอทคอมเลยอาสามาบอกเคล็ดลับเกี่ยวกับการเลือกแหวนทอง
common_voice_th_27060621.mp3,สุขายะ
common_voice_th_27060665.mp3,เจ็ดร้อยห้าสิบแปด
common_voice_th_27060668.mp3,ไปชุมนุมไม่ได้ แต่อยากประท้วงด้วย ทำไงดี ?
common_voice_th_27060672.mp3,เดือนกรกฎาคม
common_voice_th_27060705.mp3,บายพาสรัฐและสถานทูตกันไป
common_voice_th_27060706.mp3,ส่วนชาวนนทบุรียังคงน้อยใจต่อไป
common_voice_th_27060707.mp3,เซรั่ม
common_voice_th_27060710.mp3,เทลงไปในโถชักโครก
common_voice_th_27060712.mp3,เด็กหญิงวัย
common_voice_th_27060720.mp3,กลีบดาวเรือง
common_voice_th_27060721.mp3,คลินิกเทคนิคการแพทย์
common_voice_th_27060722.mp3,มีรุ่นไหนน่าใช้
common_voice_th_27060724.mp3,ที่ควบคุมไม่ได้
common_voice_th_27060750.mp3,ก็ควรจะเลือกแหวนที่มีขอบมน แหวนทองที่มีลักษณะแบนเรียบ
common_voice_th_27060752.mp3,แก้ไขได้ด้วยการบดเครื่องสำอางของเราให้ละเอียดจนกลายเป็นผง
common_voice_th_27060754.mp3,ภาควิชาภูมิคุ้มกัน
common_voice_th_27060756.mp3,"""นี่ไม่ใช่คนไทยทำร้ายกันเอง นี่อาชญากรรมโดยรัฐ"""
common_voice_th_27060759.mp3,ซึ่งใช้เป็นที่พักของคนงานเก็บรังนก
common_voice_th_27060782.mp3,หนังสือออกใหม่น่าสนใจหลายเล่มแฮะ
common_voice_th_27060783.mp3,วิธีนี้จะทำให้ลานนมยื่นออกมาและช่วยให้ทารกอมลานนมได้ง่ายขึ้น
common_voice_th_27060785.mp3,สองพันสามร้อยเก้าสิบสี่
common_voice_th_27060787.mp3,ซึ่งในฤดูหนาว
common_voice_th_27060789.mp3,แบบนี้ไม่ได้ค่ะ
common_voice_th_27060818.mp3,ดังนั้น เพื่อให้สอดคล้องกับหลักสากล
common_voice_th_27060824.mp3,ช่วงบ่าย ฟังพระแสดงพระธรรมเทศนา
common_voice_th_27060826.mp3,แม้ในชีวิตส่วนตัวก็ตาม
common_voice_th_27060828.mp3,หรือถ้ายังไม่มั่นใจ เรามาคุยกันดูก่อน
common_voice_th_27060868.mp3,หาข้อหาอะไรไม่ได้
common_voice_th_27060869.mp3,กระทั่งในเดือนพฤศจิกายน
common_voice_th_27060870.mp3,สิบ ซีรีส์เกาหลีพระเอกฉลาด เก่งเทพเว่อร์ จนต้องยกนิ้วให้
common_voice_th_27060871.mp3,แต่ว่าสถานการณ์ก็จะเป็นเพียงชั่วคราวเท่านั้น
common_voice_th_27060873.mp3,"แก้ไขหน่อยครับ ไม่มีคำว่า ""ผิด"" นะครับ ศาลยังไม่มีการพิจารณาตัดสิน"
common_voice_th_27060894.mp3,"""มนุษยภาพ หรือความเป็นมนุษย์ หรือความเป็นคน ควรวางอยู่บนลักษณะอย่างไร"""
common_voice_th_27060895.mp3,เมื่อการชุมนุม ถูกจำกัดมากกว่ากฎหมายชุมนุมสาธารณะ : ความทับซ้อนและการบังคับใช้ตามใจ
common_voice_th_27060897.mp3,และช่วงนี้ถ้าช่วยเหลือใครไม่ได้แล้วจริง
common_voice_th_27060899.mp3,นักวิจัยจึงจำเป็นต้องยอม
common_voice_th_27060901.mp3,ห้าสิบหก
common_voice_th_27284489.mp3,เป็นวิธีที่เราจะรวบรวมข้าวของแบบเดียวกันทั้งหมดในบ้านมาไว้ด้วยกันได้
common_voice_th_27284490.mp3,ลงทะเบียนผ่านเว็บไซต์
common_voice_th_27284491.mp3,แค่สัปดาห์ละครั้งก็พอ
common_voice_th_27284492.mp3,มีสิ่งที่ต้องเลือก
common_voice_th_27284493.mp3,หรือเที่ยวต่างจังหวัดเพื่อปรับความสัมพันธ์สักนิด
common_voice_th_27284499.mp3,มีแบบนี้กับเพลงแล้ว
common_voice_th_27284500.mp3,ให้รางวัลตัวเอง
common_voice_th_27284501.mp3,มาจนทุกวันนี้
common_voice_th_27284502.mp3,บอกลาปัญหาขนกวนใจในราคาหลักสิบ
common_voice_th_27284503.mp3,การทำธุรกิจระยะยาว
common_voice_th_27284504.mp3,เพราะพ่อแม่เป็นศัตรูกันเมื่อ
common_voice_th_27284505.mp3,ผ้าไหม
common_voice_th_27284506.mp3,เพราะถ้ารอให้ทารกในครรภ์เจริญเติบโตมากกว่านี้
common_voice_th_27284507.mp3,แก้ไขยังไง
common_voice_th_27284508.mp3,ว่าจะทำงานนี้ให้เสร็จได้อย่างไร
common_voice_th_27415616.mp3,ทำไมคุณถึงไม่ควรใช้
common_voice_th_27415617.mp3,"นี่คงเป็นข้อดีของการ ""เปล่งเสียง"" คุยกัน"
common_voice_th_27415620.mp3,คนอื่นจะว่างงานสักเท่าไหร่คุณยังมีเกณฑ์ได้งานทำสวนกระแส แถมจะมีภาระหน้าที่มาก
common_voice_th_27415641.mp3,กินเด็ก
common_voice_th_27415644.mp3,อย่าบีบแกะแคะเด็ดขาด
common_voice_th_27415666.mp3,มารยาทเราดีกว่า
common_voice_th_27415670.mp3,มาแล้ว ออนไลน์ด้วย สามเพลงสามสิบบาท
common_voice_th_27415701.mp3,อาจจะมีความรักที่ซับซ้อนหรือมีความสัมพันธ์ที่ไม่อาจเปิดเผยกับใคร
common_voice_th_27415703.mp3,ไข้หวัดหมู
common_voice_th_27415705.mp3,และดึงออกมาค่อนข้างลำบาก
common_voice_th_27415707.mp3,กลายเป็นหลักร้อย
common_voice_th_27415708.mp3,แล้วคือการยกระดับหลายคนมองออกแต่เรื่องความรุนแรง
common_voice_th_25645056.mp3,จิตสำนึกที่ดีหมายถึงการนอนหลับที่ดีขึ้น
common_voice_th_25646508.mp3,คุณอาจจะแค่เลื่อนลงมา คุณก็จะเห็นมัน
common_voice_th_25646727.mp3,บริเวณนี้ดีสำหรับเด็กหรือไม่?
common_voice_th_25646947.mp3,อย่าถามมูลค่าของขวัญที่คุณได้
common_voice_th_25647992.mp3,ยาชีวจิตคืออะไร
common_voice_th_25647995.mp3,ฉันเกือบจะคิดว่าเขาทำ
common_voice_th_25648191.mp3,โลกหมุนรอบตัวเองหนึ่งรอบใช้เวลาหนึ่งวัน
common_voice_th_25648192.mp3,ข้ามเดือน
common_voice_th_25649095.mp3,เมื่อคุณติดตั้งสายไฟ ตรวจสอบแน่ใจว่าคุณติดตั้งสายดินด้วย
common_voice_th_25649096.mp3,เพื่อหลีกเลี่ยงการถูกกัดโปรดใช้ยาไล่แมลง
common_voice_th_25630860.mp3,มันต้องมีอะไรบางอย่างของความรัก
common_voice_th_25630866.mp3,ฉันจะไปเยอรมันพรุ่งนี้
common_voice_th_25630867.mp3,การจราจรติดขัดทั้งเมือง
common_voice_th_25630944.mp3,บานหน้าต่างเปิดไปด้านนอก
common_voice_th_25630985.mp3,ฉันคิดว่ามันสนุกและมันผ่านไปแล้ว
common_voice_th_25630986.mp3,เสื้อพิมพ์ลายลดราคาพิเศษวันนี้วันเดียวเท่านั้น ของหมดอดซื้อนะจ๊ะ
common_voice_th_25631033.mp3,ฉันแนะนำให้ใช้เครื่องตรวจตัวสะกดเพื่อหลีกเลี่ยงความผิดพลาดดังกล่าว
common_voice_th_25631111.mp3,ฉันเขียนจดหมายถึงภรรยาของฉันด้วยมือ
common_voice_th_25631175.mp3,ฉันใช้โทรศัพท์บ้านไม่บ่อยนัก
common_voice_th_25631203.mp3,เธอเป็นตัวอย่างที่ดีของคนใช้ที่รู้ว่าอะไรควรไม่ควร
common_voice_th_25631206.mp3,การศึกษาเป็นสิ่งสำคัญมาก
common_voice_th_25631208.mp3,คุณคงไม่มีที่ไป
common_voice_th_25631241.mp3,คุณเตรียมพร้อมสำหรับการตอบคำถามภูมิศาสตร์ในวันพรุ่งนี้?
common_voice_th_25631269.mp3,ใครมีปัญหาเดือดร้อนสามารถติดต่อกับรายการของเราได้
common_voice_th_25631271.mp3,จังหวัด
common_voice_th_25631321.mp3,บังเอิญว่ามันเป็นเรื่องจริง
common_voice_th_25631360.mp3,หลังคาเอียงลงในทุกทิศทาง
common_voice_th_25631398.mp3,ฉันยกผ้าคลุมขึ้นและพูดกับหล่อน
common_voice_th_25631399.mp3,ฉันยังไม่เคย ไม่เคยรู้เลยว่ามีความสุขตอนเห็นเขา
common_voice_th_25631400.mp3,ฉันต้องการเรียนรู้เรื่องสัตววิทยา
common_voice_th_25631445.mp3,ฉันเป็นนักข่าว ไม่ใช่ช่างภาพ
common_voice_th_25631535.mp3,ที่กินที่เที่ยว
common_voice_th_25631539.mp3,ฉันตั้งนาฬิกาปลุก
common_voice_th_25631553.mp3,คอมพิวเตอร์เครื่องนี้ติดไวรัส
common_voice_th_25631554.mp3,โอ้มันแย่มาก!
common_voice_th_25631592.mp3,ฉันขอแซนด์วิชที่ไม่ใส่มะเขือเทศ
common_voice_th_25712061.mp3,ฉันมีบรรพบุรุษเป็นชาวเชลติก
common_voice_th_25646139.mp3,ไม่มีคำตอบจากเหล่าผู้สูงวัย
common_voice_th_25646142.mp3,หลังการเต้น พวกเขาก็กลับบ้านทันที
common_voice_th_25646256.mp3,มันไม่ถูกต้อง และฉันจะไม่ยอมรับมันแน่นอน
common_voice_th_25646286.mp3,มีหม้อหุงข้าวในครัวไหม ?
common_voice_th_25906253.mp3,มันสร้างเสียงค่อนข้างบาง
common_voice_th_25906254.mp3,ถนนอันกว้างใหญ่ เดือดระอุด้วยพระอาทิตย์สาดแสง
common_voice_th_25906256.mp3,ฉันรู้ว่านายเอลีนไม่ใช่เพื่อนฉันเธอพูด
common_voice_th_25906258.mp3,แค่นั้นแหละชายชราพยักหน้า
common_voice_th_25906259.mp3,โดยวิธีการทั้งหมดเขาตอบด้วยรอยยิ้มของมารยาทที่รุนแรง
common_voice_th_25906261.mp3,เมื่อถึงจุดนั้น หมอค่อนข้างมั่นใจเป็นอย่างมาก
common_voice_th_25906262.mp3,พรุ่งนี้เช้ารถไฟจะถึงเมื่อไหร่
common_voice_th_25906263.mp3,ฉันจะไม่ปล่อยให้ตัวเองถูกไล่ออก
common_voice_th_25906264.mp3,พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี
common_voice_th_25906265.mp3,ฉันเดาได้มาก
common_voice_th_25906268.mp3,ชอบกินข้าวผัดไก่
common_voice_th_25906269.mp3,แต่มันสายเกินไปแล้ว
common_voice_th_25906270.mp3,การอัพเดตของเฟิร์มแวร์ได้พร้อมใช้งานแล้ว
common_voice_th_25906273.mp3,ดีมากออซตอบอย่างอ่อนโยน
common_voice_th_25906274.mp3,ท่าทางของเธอแปลก
common_voice_th_25906275.mp3,ขอบคุณที่ให้อัลบั้มเพลงคลาสสิคแก่ฉัน
common_voice_th_25906277.mp3,มันยังเห็นไม่ชัดเลย
common_voice_th_25906288.mp3,ไม่ต้องสงสัยเลยว่าฆาตกรของเขาถูกจับ
common_voice_th_25906291.mp3,ฉันโดนถามว่าเป็นภรรยาน้อยของบ้านบลีกหรือไม่
common_voice_th_25906292.mp3,หลังจากนี้ อลิซก็เงียบไปประมาณหนึ่งหรือสองนาที ขณะกำลังนึกคิด
common_voice_th_25906301.mp3,คุณมีเบอร์โทรศัพท์ของฮิวโกไหม
common_voice_th_25906309.mp3,แตรรถทำให้ตำรวจตื่น
common_voice_th_25906311.mp3,จูจิซูเป็นศิลปะป้องกันตัว
common_voice_th_25906312.mp3,ใช่ ฉันรู้อะไรบางอย่าง
common_voice_th_25912156.mp3,ฉันหวังว่าในเดือนมกราคมเราจะได้ไปเล่นสกี
common_voice_th_25912157.mp3,ฉันจะลอง เขาพูด
common_voice_th_25912159.mp3,ยิ่งคุณอ่านมากเท่าไหร่คุณก็จะยิ่งเข้าใจมากขึ้นเท่านั้น
common_voice_th_25912162.mp3,เด็กเล็กไม่ควรใช้โซเชียลมีเดีย
common_voice_th_25912181.mp3,ฉันกำลังอ่านเรื่องสืบสวนที่น่าสนใจ
common_voice_th_25912183.mp3,และฉันเข้าใจว่าเธอนำพาเขาไปสู่ชีวิตที่โครตแย่
common_voice_th_25912184.mp3,บางที เราอาจจะเห็นเขาพูด
common_voice_th_25912185.mp3,แผนของฉันคือนอนซ่อนตัวในห้องนอนและดูว่าจะมีอะไรเกิดขึ้น
common_voice_th_25912331.mp3,เสริมสร้างความเข้มแข็งและแก้ไขปัญหา
common_voice_th_25912334.mp3,ฉันได้ฟื้นฟูสุขภาพและกำลังใจขึ้นมากแล้ว ฉันบอกเขา
common_voice_th_25912335.mp3,โอ้ ดู หล่อนกล่าว
common_voice_th_25912345.mp3,เขากำฟางเอาไว้
common_voice_th_25912346.mp3,เพราะว่าความระมัดระวังเป็นจุดแข็งของคุณเสมอ
common_voice_th_25912347.mp3,เค้าเมามากอย่างชัดเจน
common_voice_th_25912374.mp3,การตีไม่ได้ทำให้การเรียนรู้ดีขึ้น
common_voice_th_25912375.mp3,คุณเห็นนั่นไหม
common_voice_th_25912376.mp3,สายตาของเธอยิ้มอย่างจริงใจไปหาเขา เหมือนที่เขามาจากแหล่งน้ำนั้น
common_voice_th_25912377.mp3,เขาแกล้งออกไปแล้วก็หันกลับมาอยู่ฝั่งตรงข้าม
common_voice_th_25912378.mp3,โปรดอย่าโยนพิซซ่าซาลามี่ออกไป
common_voice_th_25673026.mp3,เพื่อความพึงพอใจของฉันฉันได้รับการกล่าวถึงในเครดิตสำหรับความสามารถของฉัน
common_voice_th_25673033.mp3,ความงามที่แท้จริงตั้งอยู่ภายใน
common_voice_th_25673704.mp3,เธอไม่รู้หรอกว่าเธอกำลังพูดถึงอะไร ฮัมพ์ตี้ดัมพ์ตี้พูดพลางร้องไห้
common_voice_th_25674531.mp3,มีปล่องไฟไหม?
common_voice_th_23900697.mp3,เมื่อฉันเห็นด้วย เขาก็ร้อง อาห์ ! ออกมา
common_voice_th_23900698.mp3,ที่จะเป็นอิสระที่ค่าใช้จ่ายของผู้อื่น
common_voice_th_23900705.mp3,ทัมบ์ไดรฟ์
common_voice_th_23900719.mp3,อย่าเอ่ยถึงมัน ชายชรา ฉันตอบอย่างสุภาพ
common_voice_th_23900734.mp3,ไส้กรอกพวกนี้อร่อยมาก ๆ
common_voice_th_23900742.mp3,ฉันคือกัปตันของเรือลำนี้
common_voice_th_23900760.mp3,การถวายพระราชอำนาจคืน ยินยอมพร้อมใจขอพระราชทานนายกรัฐมนตรี ตามมาตราเจ็ด
common_voice_th_23900772.mp3,สำหรับฉันมันธรรมดามาก
common_voice_th_23900786.mp3,เพลงนั้น ในขณะที่ทางเทคนิคแล้วเป็นเพลงวอลทซ์ ก็ฟังแล้วเหมือนคนเมาเล่นทูบาที่เข้าไปเล่นในส่วนเครื่องเคาะจังหวะของวงออร์เคสตร้า
common_voice_th_23900788.mp3,ค่ะ มาดาม สาวใช้ตอบผู้เป็นนายของเธอ
common_voice_th_23900805.mp3,พลอยปลอมส่องประกายมากแต่มีราคาน้อย
common_voice_th_25701617.mp3,วนิดาเริ่มเข้ามาทำงานด้านเอ็นจีโอเต็มตัว ด้วยการรณรงค์เพื่อการอนุรักษ์สิ่งแวดล้อมร่วมกับขบวนการสันติภาพต่อต้าน อาวุธนิวเคลียร์ และเข้าร่วมขบวนการเชื่อมสันติภาพไทยลาว
common_voice_th_25701967.mp3,โลกก็ยังสวยงามนะ
common_voice_th_25702334.mp3,แป้นคีย์บอร์ดของฉันเต็มไปด้วยฝุ่น
common_voice_th_25702487.mp3,ขนาดไม่พอดีกับห้อง
